epoch,acc,loss,val_acc,val_loss
0,0.8515090943176483,0.3490438459319535,0.8631118788269703,0.3261813961853281
1,0.868447620986146,0.3113653033614635,0.8652420868459038,0.31520832195181675
2,0.8770417201376152,0.2917569721189542,0.8665734676463422,0.3153353822824879
3,0.8872281370562973,0.2693999535869187,0.8669728804818642,0.3176215114098004
4,0.9008710565801943,0.23999288017835502,0.8634003515790137,0.3320578463805085
5,0.9177263594975326,0.20274333730042376,0.854990455785583,0.36597693871521725
6,0.9379438427570815,0.15859975599734666,0.8493764694656613,0.41240922085947784
7,0.9565301703232106,0.11619119275901987,0.8460036432389143,0.47192119316482745
